sampleID	ESE00018_s00006	ESE00019_SLR1	ESE00019_SLR10	ESE00019_SLR11	ESE00019_SLR12	ESE00019_SLR14	ESE00019_SLR16	ESE00019_SLR17	ESE00019_SLR18	ESE00019_SLR19	ESE00019_SLR2	ESE00019_SLR3	ESE00019_SLR4	ESE00019_SLR5	ESE00019_SLR6	ESE00019_SLR8	ESE00019_SLR9	ESE00019_s00021	ESE00019_s00022	ESE00019_s00028	ESE00019_s00033	ESE00019_s00037	ESE00086_s00090	ESE00086_s00092	ESE00087_s00109	ESE00089_s00138	ESE00090_SLR20	ESE00090_SLR22	ESE00090_s00154	ESE00090_s00155	ESE00090_s00157	ESE00125_s00183	ESE00126_s00214	ESE00139_s00245	ESE00151_s00266	ESE00155_s00304	ESE00156_s00317	ESE00157_s00340	ESE00158_s00361	ESE00160_s00396	ESE00207_s00416	ESE00211_s00437	ESE00230_s00456	ESE00231_s00482	ESE00282_s00519	ESE00283_s00547	ESE00418_SLR23	ESE00418_SLR24	ESE00418_SLR26	ESE00418_SLR27	ESE00418_SLR28	ESE00418_SLR31	ESE00418_SLR32	ESE00418_SLR33	ESE00418_SLR34	ESE00418_SLR35	ESE00418_SLR36	ESE00418_SLR37	ESE00418_SLR38	ESE00418_SLR39	ESE00418_SLR40	ESE00418_SLR41	ESE00418_SLR42	ESE00418_s00606	ESE00418_s00607	ESE00418_s00610	ESE00418_s00613	ESE00418_s00614	ESE00418_s00615	ESE00418_s00620	ESE00418_s00621	ESE00553_s00638	ESE00958_s00670	ESE00958_s00677	ESE00960_s00681	ESE00960_s00693	ESE00961_s00707	ESE00961_s00711	ESE00993_s00753	ESE01218_s00785	ESE01261_s00804	ESE01261_s00814	ESE01262_s00834	ESE01393_s00869	ESE01400_s00920	ESE01417_s00945	ESE01435_s00969	ESE01521_s01009	ESE01521_s01016	ESE01522_s01035	ESE01527_s01054	ESE01535_s01072	ESE01543_SLR43	ESE01543_SLR44	ESE01543_SLR45	ESE01543_SLR46	ESE01543_SLR48	ESE01543_SLR49	ESE01543_SLR50	ESE01543_SLR51	ESE01543_SLR53	ESE01543_SLR54_1	ESE01543_SLR54_2	ESE01543_SLR55	ESE01543_SLR56	ESE01543_SLR57	ESE01543_SLR58	ESE01543_SLR59	ESE01543_s01090	ESE01543_s01094	ESE01543_s01103	ESE01543_s01111	ESE01564_s01113	ESE01567_s01133	ESE01567_s01143	ESE01587_s01161	ESE01587_s01167	ESE01592_s01222	ESE01592_s01228	ESE01594_s01235	ESE01594_s01244	ESE01617_s01276	ESE01619_s01300	ESE01619_s01305	ESE01623_s01314	ESE01635_s01331	ESE01653_s01348	ESE01661_s01361	ESE01696_s01387	ESE01841_s01404	ESE01892_s01423	ESE01900_s01436	ESE02164_s01526	ESE02164_s01532	ESE02184_s01550	ESE02190_s01571	ESE02190_s01575	LCP05531_SLR60	LCP05531_SLR62	LCP05531_SLR63	LCP05531_SLR66	LCP05531_SLR67	LCP05531_SLR68	LCP05531_SLR69	LCP05531_SLR70	LCP05531_SLR71	LCP05531_SLR72	LCP05531_SLR74	LCP05531_SLR75	LCP05531_SLR76	LCP05531_SLR77	LCP05531_s01799	LCP05531_s01800	LCP05531_s01801	LCP05531_s01802	LCP05531_s01807	LCP05531_s01808	LCP05531_s01818	LCP06093_SLR78	LCP06093_SLR79	LCP06093_SLR80	LCP06093_SLR81	LCP06093_SLR82	LCP06093_SLR83	LCP06093_SLR84	LCP06093_SLR85	LCP06093_SLR86	LCP06093_SLR88	LCP06093_SLR89	LCP06093_SLR90	LCP06093_SLR91	LCP06093_s01874	LCP06093_s01880	LCP06093_s01882	LCP3239_s01654	LCP4799_s01694	LCP4799_s01696	LCP5327_s01719	LCP5327_s01721	LCP5327_s01722	LCP5471_s01732	LCP5496_s01742	LCP5529T_s01783	LCP5639_s01851	LCP6615_s01894	LCP6621_s01936	LCP6622_s01953	LCP6623_s01974	LCP6697_s01988	LCP6700_s02027	LCP6701_s02040	LCP797_s01620	LCP797_s01623	LMA421_s02055	LMA421_s02063	PN0144_s02085	PN0144_s02090	UBOCC-A-112050_s02145	UBOCC-A-112053_s02172	UBOCC-A-112059_s02186	UBOCC-A-116003_s02281	UBOCC-A-116003_s02288
ESE00230	0.950	1.000	0.999	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.999	1.000	1.000	1.000	1.000	1.000	0.103	0.711	0.026	0.026	0.818	0.884	0.551	0.151	0.200	0.953	0.025	0.952	0.026	0.323	0.026	0.026	0.026	0.026	0.026	0.026	1.000	1.000	0.026	0.025	0.866	0.701	0.567	0.978	1.000	0.981	0.961	0.966	0.703	0.999	0.989	1.000	0.867	0.715	0.615	1.000	0.836	0.747	1.000	0.751	0.713	0.926	0.926	0.999	0.670	0.954	0.772	0.353	0.949	0.025	0.367	0.323	0.026	0.959	0.999	0.999	0.026	0.950	1.000	0.950	0.350	0.952	0.282	0.025	0.954	0.952	0.992	0.979	0.827	0.542	0.926	0.990	0.661	0.920	0.983	0.847	1.000	0.980	0.965	0.969	0.983	0.989	0.026	1.000	0.832	0.624	0.952	0.999	0.025	0.950	0.670	0.952	0.103	0.416	0.026	0.952	0.949	0.103	0.951	0.709	0.952	0.151	0.954	0.953	0.951	0.026	0.952	0.025	0.025	0.952	0.025	1.000	0.882	0.913	0.689	0.528	0.557	0.990	0.968	1.000	0.999	0.926	0.535	0.958	0.237	0.398	0.863	0.347	0.968	0.025	0.846	0.950	0.923	1.000	0.984	1.000	0.953	1.000	0.931	1.000	1.000	0.774	0.949	1.000	0.988	1.000	1.000	1.000	0.236	0.302	0.381	0.313	0.178	0.152	0.354	0.952	0.025	0.026	0.320	0.117	0.996	0.022	0.399	0.022	0.026	0.367	0.321	0.812	0.025	0.107	0.321	0.025	0.026	0.952	0.952	0.192
ESE00231	0.949	1.000	0.999	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.999	1.000	1.000	1.000	1.000	1.000	0.102	0.710	0.025	0.025	0.809	0.879	0.540	0.140	0.196	0.952	0.025	0.951	0.025	0.316	0.025	0.025	0.025	0.025	0.025	0.025	1.000	1.000	0.025	0.025	0.866	0.695	0.566	0.975	1.000	0.980	0.961	0.963	0.703	0.999	0.989	1.000	0.866	0.709	0.613	1.000	0.833	0.743	1.000	0.751	0.707	0.925	0.924	0.999	0.662	0.953	0.772	0.347	0.948	0.025	0.353	0.314	0.025	0.958	0.999	0.999	0.025	0.949	1.000	0.949	0.339	0.951	0.282	0.025	0.953	0.951	0.989	0.977	0.825	0.535	0.923	0.990	0.660	0.919	0.982	0.844	1.000	0.977	0.960	0.968	0.981	0.988	0.025	1.000	0.829	0.624	0.951	0.999	0.025	0.949	0.663	0.951	0.102	0.413	0.025	0.951	0.948	0.102	0.950	0.709	0.951	0.141	0.953	0.952	0.950	0.025	0.951	0.025	0.025	0.951	0.025	1.000	0.878	0.912	0.694	0.524	0.552	0.990	0.967	1.000	0.999	0.923	0.526	0.957	0.237	0.387	0.861	0.345	0.963	0.025	0.846	0.946	0.921	1.000	0.984	1.000	0.950	1.000	0.931	1.000	1.000	0.769	0.949	1.000	0.988	1.000	1.000	1.000	0.219	0.287	0.374	0.295	0.174	0.141	0.347	0.951	0.025	0.025	0.314	0.112	0.996	0.020	0.395	0.020	0.025	0.353	0.314	0.812	0.025	0.101	0.314	0.025	0.025	0.951	0.951	0.188
ESE00232	0.255	0.789	0.595	0.537	0.639	0.359	0.833	0.377	0.558	0.527	0.842	0.209	0.562	0.507	0.219	0.145	0.070	0.573	0.580	0.956	0.267	0.273	0.104	0.296	0.024	0.024	0.880	1.000	1.000	0.906	1.000	0.256	0.024	0.256	0.024	0.997	0.024	0.024	0.024	0.024	0.024	0.024	0.267	0.271	0.024	0.024	0.665	0.514	0.385	0.734	0.114	0.560	0.310	0.630	0.721	0.504	0.887	0.845	0.442	0.569	0.266	0.101	0.536	0.721	0.573	0.200	0.170	0.349	0.344	0.990	0.570	0.280	0.359	0.993	0.254	0.024	0.981	1.000	0.024	0.363	0.259	0.266	0.024	0.255	0.083	0.255	0.417	0.255	0.173	0.024	0.281	0.256	0.560	0.574	0.581	0.584	0.334	0.844	0.432	0.399	0.975	0.717	0.613	0.084	0.144	0.632	0.628	0.512	0.024	0.298	0.210	0.341	0.255	0.248	0.024	0.254	0.571	0.254	0.103	0.268	0.024	0.256	0.254	0.103	0.255	0.292	0.256	0.906	0.280	0.256	0.255	0.024	0.257	0.024	0.024	0.255	0.024	0.706	0.862	0.380	0.850	0.282	0.627	0.840	0.672	0.262	0.495	0.926	0.483	0.258	0.467	0.381	0.218	0.398	0.185	0.024	0.488	0.507	0.352	0.999	0.665	0.384	0.408	0.174	0.636	0.569	0.970	0.466	0.207	0.404	0.603	0.272	0.299	0.144	0.999	0.954	0.996	0.954	0.975	0.907	0.998	0.255	0.024	0.024	0.998	1.000	0.258	0.080	0.998	0.075	0.024	0.981	1.000	0.324	0.024	1.000	0.998	0.024	0.024	0.256	0.255	0.176
ESE00282	0.952	0.747	0.968	0.992	0.969	0.691	0.995	0.755	0.564	0.816	1.000	0.990	0.802	0.509	0.805	0.990	0.999	0.996	0.473	0.688	1.000	0.286	0.118	0.684	1.000	1.000	0.816	0.877	0.583	0.164	0.187	0.955	0.986	0.954	1.000	0.348	1.000	1.000	1.000	1.000	1.000	1.000	0.254	0.252	1.000	0.986	0.915	0.634	0.299	1.000	1.000	1.000	1.000	0.978	0.863	1.000	1.000	0.799	0.791	0.656	0.266	0.999	1.000	0.987	0.996	0.974	0.673	0.856	0.855	0.996	0.538	0.956	0.761	0.399	0.951	0.986	0.227	0.349	1.000	0.927	0.999	0.254	1.000	0.952	1.000	0.952	0.243	0.954	0.194	0.986	0.956	0.954	0.991	0.994	1.000	0.671	1.000	1.000	0.998	0.679	0.979	0.925	1.000	0.977	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.954	0.999	0.986	0.952	0.538	0.954	0.118	1.000	1.000	0.954	0.950	0.118	0.953	0.682	0.954	0.163	0.956	0.955	0.953	1.000	0.954	0.986	0.986	0.954	0.986	0.997	0.983	0.725	0.987	0.274	0.590	1.000	1.000	1.000	1.000	0.729	0.472	1.000	0.217	0.317	0.821	0.302	1.000	0.986	0.995	0.563	0.841	1.000	0.412	0.756	0.665	1.000	0.899	0.584	0.712	0.717	0.792	0.989	0.968	0.285	0.307	0.995	0.249	0.202	0.424	0.212	0.167	0.163	0.400	0.954	0.986	1.000	0.347	0.106	0.996	0.403	0.443	0.406	1.000	0.228	0.347	0.798	0.986	0.095	0.347	0.986	1.000	0.954	0.954	1.000
ESE00283	0.997	0.749	0.989	1.000	1.000	0.736	1.000	0.328	0.620	0.732	1.000	0.999	0.904	0.999	0.786	0.997	0.999	1.000	0.532	1.000	0.999	1.000	0.094	0.241	1.000	1.000	0.819	0.879	0.624	0.063	0.191	1.000	1.000	0.999	1.000	0.061	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.552	0.585	0.992	1.000	0.997	0.589	0.998	0.984	0.992	0.999	0.989	0.804	0.752	0.841	0.939	0.993	0.662	1.000	1.000	0.997	0.681	1.000	1.000	0.999	0.678	0.999	0.307	0.082	0.996	1.000	0.345	0.062	1.000	0.965	0.999	0.999	1.000	0.996	1.000	0.996	0.631	0.999	0.236	1.000	0.999	0.999	0.986	0.987	0.601	0.985	0.999	0.990	0.769	0.736	0.973	0.929	1.000	0.969	0.947	1.000	0.997	0.999	1.000	1.000	0.746	0.312	0.999	0.999	1.000	0.996	0.678	0.999	0.094	0.904	1.000	0.999	0.995	0.094	0.998	0.238	0.999	0.063	0.999	1.000	0.998	1.000	0.999	1.000	1.000	0.999	1.000	1.000	1.000	0.687	0.897	0.934	1.000	0.989	1.000	1.000	1.000	1.000	0.576	0.999	0.231	0.356	0.745	0.293	0.953	1.000	1.000	1.000	0.746	1.000	0.983	0.337	0.757	0.999	0.915	1.000	1.000	0.744	0.744	0.999	0.995	1.000	0.814	0.999	0.323	0.285	0.072	0.294	0.169	0.063	0.082	0.999	1.000	1.000	0.061	0.159	0.994	0.455	0.066	0.469	1.000	0.345	0.061	0.263	1.000	0.149	0.061	1.000	1.000	0.999	0.999	0.521
ESE00381	0.997	1.000	0.684	0.998	0.676	0.941	1.000	0.172	0.330	0.542	0.912	0.203	0.922	0.508	0.994	0.171	0.097	0.218	0.481	1.000	0.999	0.460	0.084	0.077	0.026	0.026	0.836	0.887	0.591	0.067	0.188	1.000	0.025	0.999	0.026	0.065	0.026	0.026	0.026	0.026	0.026	0.026	0.142	0.141	0.026	0.025	0.549	0.455	0.696	1.000	0.150	0.410	0.989	0.707	0.740	1.000	1.000	1.000	0.952	0.790	0.394	0.147	0.663	0.435	0.218	1.000	0.645	0.877	0.876	0.996	0.562	0.999	0.137	0.082	0.997	0.025	0.386	0.065	0.026	0.999	0.999	0.141	0.026	0.997	1.000	0.997	0.537	0.999	0.166	0.025	0.999	0.999	0.581	0.856	0.410	0.804	0.989	1.000	0.895	0.950	0.368	0.508	0.205	0.125	0.168	1.000	0.702	1.000	0.026	1.000	1.000	0.230	0.999	0.999	0.025	0.997	0.560	0.999	0.084	0.271	0.026	0.999	0.995	0.084	0.998	0.073	0.999	0.068	0.999	1.000	0.998	0.026	0.999	0.025	0.025	0.999	0.025	0.997	0.565	0.920	0.873	0.489	0.896	1.000	1.000	1.000	1.000	0.950	0.322	0.988	0.200	0.314	0.999	0.180	0.209	0.025	0.186	0.419	0.888	0.350	0.984	0.183	1.000	0.999	0.665	0.539	1.000	0.590	0.996	0.997	0.703	0.460	0.310	0.203	0.222	0.334	0.071	0.347	0.170	0.068	0.082	0.999	0.025	0.026	0.065	0.094	0.995	0.284	0.066	0.289	0.026	0.385	0.063	0.137	0.025	0.084	0.065	0.025	0.026	0.999	0.999	1.000
ESE00389	0.997	1.000	0.994	0.996	1.000	0.810	1.000	1.000	0.582	0.916	1.000	0.999	0.996	0.933	0.989	0.998	0.999	1.000	0.445	0.886	0.999	1.000	0.096	0.710	0.025	0.025	0.808	0.723	0.537	0.137	0.197	1.000	0.025	0.999	0.025	0.310	0.025	0.025	0.025	0.025	0.025	0.025	0.933	0.933	0.025	0.025	0.865	0.545	0.554	0.978	1.000	0.980	0.959	0.973	0.659	0.999	0.988	1.000	0.850	0.690	0.578	0.999	0.835	0.696	1.000	0.750	0.698	0.935	0.934	0.999	0.588	0.999	0.772	0.346	0.996	0.025	0.329	0.309	0.025	0.852	0.999	0.931	0.025	0.996	1.000	0.996	0.319	0.999	0.176	0.025	0.999	0.995	0.989	0.835	0.764	0.517	0.924	0.989	0.647	0.754	0.970	0.815	1.000	0.973	0.952	0.969	0.991	0.989	0.025	1.000	0.865	0.623	0.999	0.999	0.025	0.996	0.590	0.999	0.096	0.277	0.025	0.999	0.995	0.096	0.998	0.709	0.999	0.137	0.999	1.000	0.998	0.025	0.999	0.025	0.025	0.999	0.025	1.000	0.860	0.826	0.742	0.502	0.554	0.988	0.984	0.999	0.999	0.851	0.461	0.957	0.230	0.304	0.908	0.319	0.956	0.025	0.846	0.474	0.996	0.999	0.983	1.000	1.000	1.000	0.931	1.000	1.000	0.998	1.000	1.000	1.000	1.000	1.000	1.000	0.188	0.268	0.372	0.278	0.174	0.138	0.349	0.999	0.025	0.025	0.308	0.102	0.995	0.017	0.393	0.017	0.025	0.330	0.309	0.812	0.025	0.091	0.309	0.025	0.025	0.999	0.999	0.153
ESE00418	0.997	1.000	0.954	0.990	0.933	0.754	0.999	1.000	0.660	0.940	0.999	1.000	0.907	0.572	0.647	0.999	0.999	0.999	0.603	0.767	0.999	0.952	0.101	0.783	0.025	0.025	0.808	0.867	0.619	0.167	0.203	1.000	0.025	0.999	0.025	0.353	0.025	0.025	0.025	0.025	0.025	0.025	0.378	0.375	0.025	0.025	1.000	0.999	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.999	1.000	1.000	1.000	0.999	1.000	1.000	1.000	1.000	0.999	0.999	0.949	0.401	0.996	0.025	0.425	0.352	0.025	0.965	0.999	0.378	0.025	0.996	1.000	0.996	0.367	0.999	0.190	0.025	0.999	0.999	0.990	0.993	0.986	0.874	0.997	1.000	0.762	0.710	0.969	0.929	0.998	0.977	0.982	1.000	0.983	1.000	0.025	1.000	0.566	0.937	0.999	0.999	0.025	0.996	0.998	0.999	0.101	0.566	0.025	0.999	0.995	0.101	0.998	0.781	0.999	0.165	0.999	1.000	0.998	0.025	0.999	0.025	0.025	0.999	0.025	1.000	1.000	0.801	0.899	0.857	0.935	1.000	0.990	1.000	1.000	0.727	0.579	1.000	0.229	0.359	0.503	0.348	0.983	0.025	0.845	0.670	0.785	0.997	0.983	0.999	0.865	1.000	0.882	0.594	0.822	0.844	0.606	0.986	0.956	0.952	0.807	1.000	0.188	0.369	0.432	0.379	0.175	0.166	0.403	0.999	0.025	0.025	0.352	0.134	0.995	0.361	0.448	0.363	0.025	0.426	0.353	1.000	0.025	0.124	0.352	0.025	0.025	0.999	0.999	0.350
ESE00553	0.998	1.000	0.963	0.990	0.572	0.816	0.999	0.796	0.532	0.732	1.000	0.948	0.903	0.503	0.986	0.948	0.995	1.000	0.523	0.702	1.000	0.644	0.093	0.719	0.039	0.039	0.821	0.880	0.638	0.169	0.190	1.000	0.039	0.999	0.039	0.357	0.039	0.039	0.039	0.039	0.039	0.039	0.257	0.255	0.039	0.039	0.916	0.653	0.996	1.000	0.997	0.618	1.000	0.977	0.947	1.000	1.000	1.000	0.949	0.817	0.543	0.998	0.998	1.000	1.000	1.000	0.677	0.912	0.911	0.999	1.000	0.999	0.792	0.405	0.997	0.039	0.424	0.356	0.039	0.965	0.999	0.256	0.039	0.997	1.000	0.997	0.365	0.999	1.000	0.039	0.999	0.999	0.990	0.993	0.612	0.927	0.970	1.000	0.998	0.812	0.983	0.930	1.000	0.977	0.994	1.000	1.000	1.000	0.039	1.000	0.987	0.963	0.999	0.999	0.039	0.997	0.999	0.999	0.093	1.000	0.039	0.999	0.996	0.093	0.998	0.718	0.999	0.167	0.999	1.000	0.998	0.039	0.999	0.039	0.039	0.999	0.039	1.000	1.000	0.805	0.898	0.761	0.902	1.000	1.000	1.000	1.000	0.741	0.389	1.000	0.235	0.357	0.989	0.343	0.999	0.039	0.848	0.565	0.793	1.000	0.983	0.797	0.879	1.000	0.591	0.561	0.729	0.750	0.986	0.987	0.964	0.643	0.313	0.842	0.245	0.398	0.431	0.408	0.169	0.168	0.407	0.999	0.039	0.039	0.356	0.149	0.995	0.611	0.450	0.612	0.039	0.426	0.355	0.831	0.039	0.139	0.356	0.039	0.039	0.999	0.999	1.000
ESE00957	0.149	0.792	0.548	0.468	0.683	0.884	0.812	1.000	0.213	0.402	0.854	0.132	0.890	0.429	0.265	0.120	0.032	0.251	0.316	0.955	0.160	0.204	0.056	0.750	0.022	0.022	0.991	0.988	0.959	0.975	0.119	0.149	0.022	0.149	0.022	0.994	0.022	0.022	0.022	0.022	0.022	0.022	0.068	0.067	0.022	0.022	0.997	0.252	0.294	0.712	0.088	0.270	0.275	0.586	0.725	0.399	0.867	0.843	0.971	0.682	0.219	0.053	0.721	0.666	0.251	0.306	0.162	0.252	0.247	0.990	0.239	0.146	0.998	0.997	0.148	0.022	0.239	0.996	0.022	0.241	0.150	0.067	0.022	0.150	0.100	0.150	0.316	0.149	0.164	0.022	0.148	0.151	0.529	0.903	0.326	0.654	0.286	0.828	0.571	0.801	0.589	0.588	0.317	0.025	0.149	0.655	0.580	0.404	0.022	0.165	0.215	0.762	0.149	0.144	0.022	0.148	0.239	0.149	0.056	0.091	0.022	0.150	0.149	0.056	0.149	0.749	0.151	0.974	0.146	0.150	0.149	0.022	0.150	0.022	0.022	0.150	0.022	0.686	0.856	0.927	0.917	0.173	0.714	0.822	0.641	0.155	0.415	0.914	0.306	0.284	0.132	0.182	0.187	0.239	0.197	0.022	0.214	0.410	0.934	0.556	0.797	1.000	0.960	0.090	0.658	0.483	0.970	0.232	0.245	0.315	0.556	0.169	0.235	0.156	0.280	0.208	1.000	0.206	0.103	0.975	1.000	0.149	0.022	0.022	0.994	0.067	0.150	0.036	1.000	0.032	0.022	0.239	0.997	0.997	0.022	0.056	0.996	0.022	0.022	0.149	0.149	0.158
ESE00958	0.151	0.794	0.556	0.471	0.699	0.886	0.831	1.000	0.226	0.416	0.864	0.139	0.891	0.431	0.278	0.130	0.032	0.256	0.338	0.955	0.161	0.211	0.058	0.751	0.023	0.023	0.992	0.991	0.960	0.982	0.123	0.151	0.022	0.151	0.023	0.997	0.023	0.023	0.023	0.023	0.023	0.023	0.071	0.072	0.023	0.022	0.997	0.268	0.310	0.712	0.091	0.281	0.285	0.595	0.727	0.404	0.879	0.845	0.973	0.699	0.227	0.053	0.726	0.669	0.257	0.316	0.162	0.256	0.250	0.990	0.242	0.147	0.998	0.997	0.150	0.022	0.253	1.000	0.023	0.243	0.152	0.073	0.023	0.152	0.096	0.152	0.328	0.151	0.170	0.022	0.149	0.153	0.530	0.907	0.339	0.668	0.300	0.842	0.575	0.803	0.597	0.596	0.327	0.027	0.154	0.657	0.589	0.411	0.023	0.165	0.224	0.768	0.151	0.146	0.022	0.150	0.244	0.151	0.058	0.095	0.023	0.151	0.151	0.058	0.151	0.750	0.153	0.980	0.147	0.152	0.151	0.023	0.152	0.022	0.022	0.152	0.022	0.693	0.859	0.928	0.917	0.185	0.727	0.836	0.647	0.156	0.418	0.915	0.309	0.297	0.142	0.192	0.196	0.243	0.202	0.022	0.219	0.415	0.938	0.560	0.818	1.000	0.963	0.090	0.670	0.484	0.970	0.244	0.258	0.321	0.568	0.176	0.243	0.161	0.287	0.225	1.000	0.223	0.104	0.981	1.000	0.151	0.022	0.023	0.997	0.068	0.152	0.040	1.000	0.034	0.023	0.254	1.000	0.999	0.022	0.057	0.998	0.022	0.023	0.151	0.151	0.165
ESE00960	0.997	0.745	0.796	1.000	1.000	0.748	1.000	0.325	0.326	0.645	1.000	0.999	0.908	0.953	0.623	1.000	0.999	1.000	0.443	1.000	0.999	0.907	0.093	0.244	1.000	1.000	0.830	0.884	0.628	0.065	0.195	1.000	1.000	0.999	1.000	0.058	1.000	1.000	1.000	1.000	1.000	1.000	0.921	0.922	1.000	1.000	0.552	0.416	0.918	0.999	1.000	0.407	0.998	0.798	0.992	1.000	0.989	0.802	0.818	0.845	0.924	1.000	0.628	1.000	1.000	0.634	0.681	1.000	1.000	0.999	0.642	0.999	0.305	0.080	0.997	1.000	0.362	0.060	1.000	0.965	0.999	0.920	1.000	0.996	1.000	0.996	0.582	0.999	0.165	1.000	0.999	0.999	0.989	0.982	0.394	0.951	0.998	0.991	0.772	0.712	0.978	0.931	1.000	0.977	0.954	1.000	0.804	1.000	1.000	1.000	0.622	0.255	0.999	0.999	1.000	0.996	0.641	0.999	0.095	0.724	1.000	0.999	0.995	0.095	0.998	0.240	0.999	0.059	0.999	1.000	0.998	1.000	0.999	1.000	1.000	0.999	1.000	1.000	1.000	0.741	0.897	0.876	1.000	0.990	1.000	1.000	1.000	1.000	0.455	0.998	0.222	0.270	0.549	0.289	0.957	1.000	1.000	1.000	0.832	1.000	0.984	0.334	0.871	1.000	0.915	0.951	1.000	0.567	0.587	1.000	0.810	0.907	0.807	1.000	0.345	0.302	0.069	0.311	0.172	0.060	0.083	0.999	1.000	1.000	0.058	0.148	0.995	0.474	0.064	0.487	1.000	0.361	0.057	0.261	1.000	0.138	0.058	1.000	1.000	0.999	0.999	0.525
ESE00961	0.400	0.788	0.752	0.430	0.442	0.220	0.814	0.365	0.286	0.330	0.858	0.209	0.493	0.444	0.262	0.144	0.070	0.243	0.407	0.928	0.420	0.499	0.080	0.298	0.019	0.019	0.984	0.997	1.000	0.895	0.153	0.403	0.019	0.402	0.019	0.997	0.019	0.019	0.019	0.019	0.019	0.019	0.158	0.157	0.019	0.019	0.652	0.243	0.754	0.710	0.128	0.319	0.312	0.761	0.678	0.357	0.864	0.840	0.329	0.512	0.517	0.103	0.524	0.632	0.244	0.306	0.404	0.447	0.443	0.990	0.502	0.389	0.349	0.994	0.398	0.019	0.999	1.000	0.019	0.487	0.415	0.158	0.019	0.402	0.107	0.400	0.468	0.401	0.148	0.019	0.390	0.403	0.559	0.360	0.358	0.653	0.358	0.827	0.360	0.282	0.502	0.573	0.301	0.082	0.186	0.750	0.784	0.392	0.019	0.439	0.224	0.291	0.402	0.442	0.019	0.400	0.500	0.402	0.080	0.328	0.019	0.401	0.399	0.080	0.401	0.298	0.402	0.894	0.389	0.402	0.402	0.019	0.402	0.019	0.019	0.402	0.019	0.691	0.810	0.257	0.842	0.518	0.663	0.822	0.735	0.416	0.367	0.892	0.992	0.284	0.376	0.182	0.230	0.278	0.210	0.019	0.208	0.405	0.228	0.474	0.802	0.374	0.276	0.387	0.637	0.524	0.934	0.278	0.245	0.421	0.753	0.496	0.256	0.173	0.315	0.946	0.993	0.952	0.137	0.895	0.997	0.402	0.019	0.019	0.999	0.088	0.412	0.142	0.996	0.134	0.019	0.999	1.000	0.302	0.019	0.077	0.998	0.019	0.019	0.403	0.402	0.167
ESE00978	0.949	1.000	0.999	1.000	1.000	1.000	1.000	1.000	1.000	0.967	1.000	1.000	1.000	1.000	1.000	0.999	0.999	1.000	0.999	0.689	1.000	1.000	0.101	0.710	0.025	0.025	0.793	0.855	0.528	0.137	0.192	0.952	0.025	0.951	0.025	0.303	0.025	0.025	0.025	0.025	0.025	0.025	1.000	1.000	0.025	0.024	0.865	0.678	0.560	0.966	1.000	0.901	0.942	0.961	0.698	0.999	0.987	1.000	0.858	0.701	0.604	1.000	0.830	0.735	1.000	0.750	0.698	0.924	0.923	0.999	0.623	0.953	0.771	0.339	0.948	0.025	0.343	0.303	0.025	0.958	0.999	0.999	0.025	0.949	1.000	0.949	0.318	0.951	0.280	0.024	0.953	0.951	0.990	0.977	0.781	0.523	0.922	0.989	0.656	0.916	0.979	0.834	1.000	0.978	0.961	0.968	0.978	0.987	0.025	1.000	0.820	0.616	0.951	0.999	0.024	0.949	0.623	0.951	0.101	0.401	0.025	0.951	0.948	0.101	0.950	0.709	0.951	0.136	0.953	0.952	0.950	0.025	0.951	0.024	0.024	0.951	0.024	0.998	0.877	0.906	0.688	0.510	0.546	0.988	0.966	1.000	0.998	0.653	0.524	0.957	0.233	0.376	0.860	0.344	0.964	0.025	0.846	0.946	0.912	1.000	0.983	1.000	0.948	1.000	0.931	1.000	0.719	0.740	0.948	1.000	0.987	1.000	1.000	1.000	0.210	0.276	0.367	0.284	0.168	0.137	0.341	0.951	0.024	0.025	0.301	0.087	0.994	0.017	0.391	0.017	0.025	0.343	0.302	0.812	0.025	0.076	0.302	0.025	0.025	0.951	0.951	0.179
